Please select your school,Time of the Day the behavior occurred?,Date of Incident,Is the referral for a minor or a major violation?,Select the Classroom Managed Behavior (Do not include student names in text boxes) - Selected Choice,Select the Major Referral,Where did the incident take place?,Enrollment_SchoolID,Ethnicity,fre,Gender,Grade_Level,LunchStatus,Student Identifier,Year,Term,dr.studentminors
Hill Valley High School,10:00am-11:00am,11/08/2024,Major Violation,,Continued Misconduct,Classroom,5,W,W,F,2,R,A15959621BZD,2024-2025,2Q,1
Hill Valley High School,Before School,01/16/2025,Minor Violation (5 times in the same quarter),Disruption,,Cafeteria,5,W,W,F,2,R,A15959621BZD,2024-2025,3Q,1
Bayside,11:00am - 12:00pm,09/12/2024,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Bathroom,15,W,W,M,3,F,A15223601BZD,2024-2025,1Q,1
Bayside,8:00am - 9:00am,10/02/2024,Major Violation,,Threats,Gym,15,W,W,M,3,F,A15223601BZD,2024-2025,1Q,1
Bayside,2:00pm -3:00pm,10/28/2024,Minor Violation (5 times in the same quarter),Inappropriate Verbal Language,,Gym,15,W,W,M,3,F,A15077024BZD,2024-2025,2Q,1
Bayside,2:00pm -3:00pm,10/28/2024,Minor Violation (5 times in the same quarter),Inappropriate Verbal Language,,Gym,15,W,W,M,3,F,A15144407BZD,2024-2025,2Q,1
Bayside,11:00am - 12:00pm,11/07/2024,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Cafeteria,15,W,W,M,3,F,A15144407BZD,2024-2025,2Q,2
Bayside,11:00am - 12:00pm,11/07/2024,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Cafeteria,15,W,W,M,3,F,A15077024BZD,2024-2025,2Q,2
Shermer High School,12:00pm - 1:00pm,02/29/2024,Minor Violation (5 times in the same quarter),Other,,Classroom,105,W,W,M,8,F,A13131527BZD,2023-2024,4Q,1
Shermer High School,12:00pm - 1:00pm,05/02/2024,Major Violation,,Harassment,Classroom,105,W,W,M,8,F,A13131527BZD,2023-2024,4Q,1
Bayside,2:00pm -3:00pm,09/11/2024,Minor Violation (5 times in the same quarter),Disruption,,Bus Area/Loading Area,15,W,W,F,3,F,A15437579BZD,2024-2025,1Q,1
Bayside,8:00am - 9:00am,09/20/2024,Minor Violation (5 times in the same quarter),Refusal to do work,,Classroom,15,W,W,F,3,F,A15437579BZD,2024-2025,1Q,2
Bayside,10:00am-11:00am,09/20/2024,Minor Violation (5 times in the same quarter),Refusal to do work,,Classroom,15,W,W,M,3,F,A15144413BZD,2024-2025,1Q,1
Bayside,10:00am-11:00am,09/20/2024,Minor Violation (5 times in the same quarter),Refusal to do work,,Classroom,15,W,W,F,3,F,A15437579BZD,2024-2025,1Q,3
Bayside,8:00am - 9:00am,09/25/2024,Minor Violation (5 times in the same quarter),Refusal to do work,,Classroom,15,W,W,F,3,F,A15437579BZD,2024-2025,1Q,4
Bayside,8:00am - 9:00am,10/04/2024,Minor Violation (5 times in the same quarter),Refusal to do work,,Classroom,15,W,W,F,3,F,A15437579BZD,2024-2025,1Q,5
Bayside,1:00pm - 2:00pm,11/18/2024,Minor Violation (5 times in the same quarter),Other,,Playground,15,W,W,M,2,P,A15849857BZD,2024-2025,2Q,1
Bayside,8:00am - 9:00am,11/22/2024,Minor Violation (5 times in the same quarter),Refusal to do work,,Classroom,15,W,W,F,3,F,A15437579BZD,2024-2025,2Q,1
Springfield Elementary,12:00pm - 1:00pm,03/27/2024,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Classroom,17,W,W,M,1,F,A15617582BZD,2023-2024,4Q,1
Bayside,10:00am-11:00am,08/15/2024,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Gym,15,W,W,M,2,F,A15617582BZD,2024-2025,1Q,1
Bayside,1:00pm - 2:00pm,08/21/2024,Minor Violation (5 times in the same quarter),Disruption,,Classroom,15,W,W,M,2,F,A15617582BZD,2024-2025,1Q,2
Bayside,10:00am-11:00am,08/20/2024,Major Violation,,Continued Misconduct,Gym,15,W,W,M,2,F,A15617582BZD,2024-2025,1Q,2
Bayside,11:00am - 12:00pm,11/20/2024,Minor Violation (5 times in the same quarter),Disruption,,Cafeteria,15,W,W,M,2,F,A15617582BZD,2024-2025,2Q,1
Bayside,11:00am - 12:00pm,12/02/2024,Minor Violation (5 times in the same quarter),Disruption,,Cafeteria,15,W,W,M,2,F,A15617582BZD,2024-2025,2Q,2
Bayside,12:00pm - 1:00pm,11/19/2024,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Classroom,15,W,W,M,2,F,A15617582BZD,2024-2025,2Q,3
Bayside,11:00am - 12:00pm,12/02/2024,Major Violation,,Exceeded minor maximum count,Cafeteria,15,W,W,M,2,F,A15617582BZD,2024-2025,2Q,3
Bayside,Before School,12/09/2024,Minor Violation (5 times in the same quarter),Inappropriate Verbal Language,,Lobby/Commons,15,W,W,M,2,F,A15617582BZD,2024-2025,2Q,4
Bayside,11:00am - 12:00pm,12/11/2024,Major Violation,,Continued Misconduct,Cafeteria,15,W,W,M,2,F,A15617582BZD,2024-2025,2Q,4
Bayside,1:00pm - 2:00pm,12/16/2024,Minor Violation (5 times in the same quarter),Disruption,,Classroom,15,W,W,M,2,F,A15617582BZD,2024-2025,2Q,5
Hill Valley High School,9:00am - 10:00am,11/12/2024,Minor Violation (5 times in the same quarter),Other,,Classroom,5,W,W,F,2,F,A15090431BZD,2024-2025,2Q,1
Hill Valley High School,2:00pm -3:00pm,11/07/2024,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Classroom,5,W,W,M,2,F,A15553781BZD,2024-2025,2Q,1
Hill Valley High School,8:00am - 9:00am,11/13/2024,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Classroom,5,W,W,M,2,F,A15553781BZD,2024-2025,2Q,2
Hill Valley High School,8:00am - 9:00am,10/01/2024,Major Violation,,Continued Misconduct,Classroom,5,W,W,M,3,F,A14943248BZD,2024-2025,2Q,0
Hill Valley High School,Before School,01/24/2025,Minor Violation (5 times in the same quarter),Other,,Cafeteria,5,W,W,M,3,F,A14943248BZD,2024-2025,3Q,1
Shermer High School,After School,02/04/2025,Major Violation,,Continued Misconduct,Bus Area/Loading Area,105,W,W,M,8,F,A16674929BZD,2024-2025,3Q,0
Springfield Elementary,1:00pm - 2:00pm,04/29/2024,Major Violation,,Continued Misconduct,Classroom,17,W,W,M,1,F,A15586676BZD,2023-2024,4Q,0
Springfield Elementary,10:00am-11:00am,03/21/2024,Minor Violation (5 times in the same quarter),Inappropriate Verbal Language,,Bathroom,17,W,W,M,0,F,A16030868BZD,2023-2024,4Q,1
Shermer High School,2:00pm -3:00pm,03/18/2024,Minor Violation (5 times in the same quarter),Disruption,,Classroom,105,W,W,M,7,F,A13379993BZD,2023-2024,4Q,1
Shermer High School,8:00am - 9:00am,04/17/2024,Minor Violation (5 times in the same quarter),Disruption,,Classroom,105,W,W,M,7,F,A13379993BZD,2023-2024,4Q,2
Shermer High School,10:00am-11:00am,11/18/2024,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Hallway,105,W,W,M,10,P,A13086344BZD,2024-2025,2Q,1
Bayside,Before School,10/24/2024,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Hallway,15,W,W,M,3,P,A13669343BZD,2024-2025,2Q,1
Shermer High School,1:00pm - 2:00pm,03/22/2024,Minor Violation (5 times in the same quarter),Disruption,,Classroom,105,W,W,M,11,F,A13607357BZD,2023-2024,4Q,1
Shermer High School,2:00pm -3:00pm,09/24/2024,Minor Violation (5 times in the same quarter),Insubordination,,Bus Area/Loading Area,105,W,W,M,5,F,A16747604BZD,2024-2025,1Q,1
Shermer High School,12:00pm - 1:00pm,11/18/2024,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Classroom,105,W,W,M,5,F,A16747604BZD,2024-2025,2Q,1
Shermer High School,After School,12/10/2024,Minor Violation (5 times in the same quarter),Inappropriate Verbal Language,,Bus Area/Loading Area,105,W,W,M,5,F,A16747604BZD,2024-2025,2Q,2
Shermer High School,11:00am - 12:00pm,12/12/2024,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Gym,105,W,W,M,5,F,A16747604BZD,2024-2025,2Q,3
Shermer High School,Before School,01/23/2025,Minor Violation (5 times in the same quarter),Other,,Lobby/Commons,105,W,W,M,5,F,A16747604BZD,2024-2025,3Q,1
Springfield Elementary,11:00am - 12:00pm,04/05/2024,Major Violation,,Fighting,Lobby/Commons,17,W,W,M,0,P,A15903068BZD,2023-2024,4Q,0
Springfield Elementary,Before School,09/06/2024,Minor Violation (5 times in the same quarter),Other,,Hallway,17,W,W,M,1,F,A15903068BZD,2024-2025,1Q,1
Springfield Elementary,After School,08/26/2024,Minor Violation (5 times in the same quarter),Other,,Cafeteria,17,W,W,M,1,F,A15903068BZD,2024-2025,1Q,1
Springfield Elementary,12:00pm - 1:00pm,09/26/2024,Major Violation,,Assault,Cafeteria,17,W,W,M,1,F,A15903068BZD,2024-2025,1Q,1
Springfield Elementary,2:00pm -3:00pm,09/27/2024,Major Violation,,Continued Misconduct,Classroom,17,W,W,M,1,F,A15903068BZD,2024-2025,1Q,1
Springfield Elementary,2:00pm -3:00pm,10/21/2024,Minor Violation (5 times in the same quarter),Other,,Bathroom,17,W,W,M,0,P,A16548314BZD,2024-2025,2Q,1
Springfield Elementary,11:00am - 12:00pm,10/24/2024,Major Violation,,Threats,Cafeteria,17,W,W,M,1,P,A15903068BZD,2024-2025,2Q,1
Springfield Elementary,11:00am - 12:00pm,11/04/2024,Major Violation,,Threats,Classroom,17,W,W,M,1,P,A15903068BZD,2024-2025,2Q,1
Springfield Elementary,10:00am-11:00am,11/21/2024,Minor Violation (5 times in the same quarter),Other,,Classroom,17,W,W,M,1,P,A15903068BZD,2024-2025,2Q,2
Springfield Elementary,12:00pm - 1:00pm,11/21/2024,Minor Violation (5 times in the same quarter),Other,,Classroom,17,W,W,M,1,P,A15903068BZD,2024-2025,2Q,3
Springfield Elementary,9:00am - 10:00am,01/28/2025,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Office/Guidance Office,17,W,W,M,1,P,A15903068BZD,2024-2025,3Q,1
Springfield Elementary,11:00am - 12:00pm,01/28/2025,Major Violation,,Continued Misconduct,Classroom,17,W,W,M,1,P,A15903068BZD,2024-2025,3Q,1
Springfield Elementary,8:00am - 9:00am,01/29/2025,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Classroom,17,W,W,M,1,P,A15903068BZD,2024-2025,3Q,2
Springfield Elementary,10:00am-11:00am,02/05/2025,Major Violation,,"Continued Misconduct,Leaving class/school without permission",Media Center,17,W,W,M,1,P,A15903068BZD,2024-2025,3Q,2
Springfield Elementary,9:00am - 10:00am,10/28/2024,Major Violation,,Assault,Classroom,17,W,W,M,1,P,A16030871BZD,2024-2025,2Q,0
Springfield Elementary,2:00pm -3:00pm,11/07/2024,Major Violation,,Assault,Classroom,17,W,W,M,1,P,A16030871BZD,2024-2025,2Q,0
Springfield Elementary,10:00am-11:00am,11/14/2024,Major Violation,,"Assault,Continued Misconduct",Classroom,17,W,W,M,1,P,A16030871BZD,2024-2025,2Q,0
Bayside,8:00am - 9:00am,09/20/2024,Minor Violation (5 times in the same quarter),Refusal to do work,,Classroom,15,W,W,F,3,F,A15204425BZD,2024-2025,1Q,1
Hill Valley High School,11:00am - 12:00pm,12/12/2024,Major Violation,,Continued Misconduct,Cafeteria,5,W,W,M,1,R,A15856601BZD,2024-2025,2Q,0
Shermer High School,12:00pm - 1:00pm,03/06/2024,Minor Violation (5 times in the same quarter),Insubordination,,Classroom,105,W,W,M,10,P,A12692066BZD,2023-2024,4Q,1
Shermer High School,12:00pm - 1:00pm,03/25/2024,Major Violation,,Continued Misconduct,Classroom,105,W,W,M,10,P,A12692066BZD,2023-2024,4Q,1
Shermer High School,12:00pm - 1:00pm,04/04/2024,Minor Violation (5 times in the same quarter),Refusal to do work,,Classroom,105,W,W,M,10,P,A12692066BZD,2023-2024,4Q,2
Shermer High School,12:00pm - 1:00pm,04/08/2024,Minor Violation (5 times in the same quarter),Disruption,,Classroom,105,W,W,M,10,P,A12692066BZD,2023-2024,4Q,3
Shermer High School,11:00am - 12:00pm,04/11/2024,Minor Violation (5 times in the same quarter),Inappropriate Verbal Language,,Classroom,105,W,W,M,10,P,A12692066BZD,2023-2024,4Q,4
Shermer High School,11:00am - 12:00pm,04/11/2024,Minor Violation (5 times in the same quarter),Inappropriate Verbal Language,,Classroom,105,W,W,M,10,P,A12692066BZD,2023-2024,4Q,5
Shermer High School,11:00am - 12:00pm,04/12/2024,Major Violation,,Continued Misconduct,Classroom,105,W,W,M,10,P,A12692066BZD,2023-2024,4Q,5
Shermer High School,2:00pm -3:00pm,04/12/2024,Major Violation,,Continued Misconduct,Hallway,105,W,W,M,10,P,A12692066BZD,2023-2024,4Q,5
Shermer High School,9:00am - 10:00am,11/11/2024,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Classroom,105,W,W,M,11,P,A12692066BZD,2024-2025,2Q,1
Shermer High School,1:00pm - 2:00pm,11/19/2024,Minor Violation (5 times in the same quarter),Disruption,,Classroom,105,W,W,M,11,P,A12692066BZD,2024-2025,2Q,2
Shermer High School,11:00am - 12:00pm,11/20/2024,Minor Violation (5 times in the same quarter),Refusal to do work,,Classroom,105,W,W,M,11,P,A12692066BZD,2024-2025,2Q,3
Shermer High School,11:00am - 12:00pm,12/02/2024,Minor Violation (5 times in the same quarter),Disruption,,Classroom,105,W,W,M,11,P,A12692066BZD,2024-2025,2Q,4
Shermer High School,10:00am-11:00am,12/09/2024,Major Violation,,"Continued Misconduct,Threats,Exceeded minor maximum count",Classroom,105,W,W,M,11,P,A12692066BZD,2024-2025,2Q,4
Shermer High School,10:00am-11:00am,12/09/2024,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Office/Guidance Office,105,W,W,M,11,P,A12692066BZD,2024-2025,2Q,5
Shermer High School,10:00am-11:00am,01/15/2025,Minor Violation (5 times in the same quarter),Insubordination,,Classroom,105,W,W,M,11,P,A12692066BZD,2024-2025,3Q,1
Shermer High School,After School,02/04/2025,Major Violation,,"Continued Misconduct,Exceeded minor maximum count",Bus Area/Loading Area,105,W,W,M,11,P,A12692066BZD,2024-2025,3Q,1
Rydell High School,10:00am-11:00am,08/30/2024,Minor Violation (5 times in the same quarter),Other,,Cafeteria,35,W,W,M,2,P,A15993329BZD,2024-2025,1Q,1
Rydell High School,10:00am-11:00am,11/11/2024,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Cafeteria,35,W,W,M,2,P,A15993329BZD,2024-2025,2Q,1
Bayside,11:00am - 12:00pm,09/16/2024,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Cafeteria,15,W,W,M,3,F,A15465956BZD,2024-2025,1Q,1
Bayside,8:00am - 9:00am,12/18/2024,Minor Violation (5 times in the same quarter),Disruption,,Assembly/Special Event/Field Trip,15,W,W,M,3,F,A15465956BZD,2024-2025,2Q,1
Bayside,2:00pm -3:00pm,08/13/2024,Minor Violation (5 times in the same quarter),Other,,Classroom,0,W,W,M,2,R,A15849737BZD,2024-2025,1Q,1
Bayside,1:00pm - 2:00pm,09/10/2024,Minor Violation (5 times in the same quarter),Other,,Classroom,15,W,W,M,2,R,A15849737BZD,2024-2025,1Q,2
Shermer High School,12:00pm - 1:00pm,04/16/2024,Minor Violation (5 times in the same quarter),Disruption,,Classroom,105,W,W,M,5,F,A14566694BZD,2023-2024,4Q,1
Shermer High School,1:00pm - 2:00pm,04/23/2024,Minor Violation (5 times in the same quarter),Inappropriate Verbal Language,,Gym,105,W,W,M,5,F,A14566694BZD,2023-2024,4Q,2
Shermer High School,9:00am - 10:00am,04/24/2024,Minor Violation (5 times in the same quarter),Disruption,,Classroom,105,W,W,M,5,F,A14566694BZD,2023-2024,4Q,2
Shermer High School,12:00pm - 1:00pm,04/29/2024,Major Violation,,"Fighting,Continued Misconduct,Threats",Classroom,105,W,W,M,5,F,A14566694BZD,2023-2024,4Q,1
Shermer High School,12:00pm - 1:00pm,05/06/2024,Minor Violation (5 times in the same quarter),Disruption,,Classroom,105,W,W,M,5,F,A14566694BZD,2023-2024,4Q,2
Shermer High School,1:00pm - 2:00pm,05/06/2024,Major Violation,,"Harassment,Bullying",Classroom,105,W,W,M,5,F,A14566694BZD,2023-2024,4Q,1
Shermer High School,11:00am - 12:00pm,05/06/2024,Major Violation,,Weapons,Classroom,105,W,W,M,5,F,A14566694BZD,2023-2024,4Q,1
Shermer High School,10:00am-11:00am,11/06/2024,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Classroom,105,W,W,M,6,F,A14566694BZD,2024-2025,2Q,1
Shermer High School,11:00am - 12:00pm,11/18/2024,Major Violation,,Assault,Classroom,105,W,W,M,6,F,A14566694BZD,2024-2025,2Q,1
Shermer High School,12:00pm - 1:00pm,11/20/2024,Minor Violation (5 times in the same quarter),Inappropriate Verbal Language,,Classroom,105,W,W,M,6,F,A14566694BZD,2024-2025,2Q,2
Shermer High School,11:00am - 12:00pm,11/18/2024,Major Violation,,Assault,Classroom,105,W,W,M,6,F,A14566694BZD,2024-2025,2Q,2
Shermer High School,12:00pm - 1:00pm,11/18/2024,Major Violation,,Assault,Classroom,105,W,W,M,6,F,A14566694BZD,2024-2025,2Q,2
Shermer High School,11:00am - 12:00pm,12/02/2024,Minor Violation (5 times in the same quarter),Refusal to do work,,Classroom,105,W,W,M,6,F,A14566694BZD,2024-2025,2Q,3
Shermer High School,10:00am-11:00am,03/27/2024,Minor Violation (5 times in the same quarter),Inappropriate Verbal Language,,Classroom,105,B,B,M,8,F,A14200148BZD,2023-2024,4Q,1
Shermer High School,2:00pm -3:00pm,04/03/2024,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Hallway,105,B,B,M,8,F,A14200148BZD,2023-2024,4Q,2
Bayside,12:00pm - 1:00pm,11/01/2024,Minor Violation (5 times in the same quarter),Other,,Classroom,15,W,W,M,3,F,A15465404BZD,2024-2025,2Q,1
Springfield Elementary,2:00pm -3:00pm,04/04/2024,Minor Violation (5 times in the same quarter),Other,,Bathroom,17,W,W,F,0,F,A15856997BZD,2023-2024,4Q,1
Rydell High School,9:00am - 10:00am,11/11/2024,Minor Violation (5 times in the same quarter),Other,,Classroom,35,W,W,M,4,P,A15142439BZD,2024-2025,2Q,1
Shermer High School,9:00am - 10:00am,05/06/2024,Major Violation,,"Continued Misconduct,Bullying",Classroom,105,W,W,M,10,F,A15808289BZD,2023-2024,4Q,0
Hill Valley High School,After School,01/29/2025,Major Violation,,Continued Misconduct,Gym,5,W,W,M,1,F,A16263224BZD,2024-2025,3Q,0
Bayside,8:00am - 9:00am,10/22/2024,Minor Violation (5 times in the same quarter),Other,,Classroom,15,W,W,M,4,F,A13369364BZD,2024-2025,1Q,1
Bayside,12:00pm - 1:00pm,10/24/2024,Minor Violation (5 times in the same quarter),Other,,Cafeteria,15,W,W,M,4,F,A13369361BZD,2024-2025,2Q,1
Bayside,11:00am - 12:00pm,10/02/2024,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Classroom,15,W,W,M,3,F,A15303116BZD,2024-2025,1Q,1
Bayside,9:00am - 10:00am,10/28/2024,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Hallway,15,W,W,M,3,F,A15303116BZD,2024-2025,2Q,1
Bayside,10:00am-11:00am,11/14/2024,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Bathroom,15,W,W,M,3,F,A15303116BZD,2024-2025,2Q,2
Rydell High School,2:00pm -3:00pm,12/12/2024,Minor Violation (5 times in the same quarter),Misuse of electronic devices,,Classroom,35,W,W,M,2,F,A15442787BZD,2024-2025,2Q,1
Hill Valley High School,11:00am - 12:00pm,09/30/2024,Major Violation,,Continued Misconduct,Cafeteria,5,W,W,M,1,F,A16437914BZD,2024-2025,2Q,0
Bayside,8:00am - 9:00am,10/25/2024,Minor Violation (5 times in the same quarter),Other,,Classroom,15,W,W,F,4,F,A14911718BZD,2024-2025,2Q,1
Bayside,11:00am - 12:00pm,09/13/2024,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Cafeteria,15,W,W,F,2,F,A15849536BZD,2024-2025,1Q,1
Bayside,2:00pm -3:00pm,11/15/2024,Minor Violation (5 times in the same quarter),Disruption,,Classroom,15,W,W,M,4,F,A15142472BZD,2024-2025,2Q,1
Bayside,12:00pm - 1:00pm,11/26/2024,Minor Violation (5 times in the same quarter),Inappropriate Verbal Language,,Cafeteria,15,W,W,M,4,F,A15142472BZD,2024-2025,2Q,2
Springfield Elementary,11:00am - 12:00pm,03/27/2024,Minor Violation (5 times in the same quarter),Other,,Music Room,17,W,W,M,0,F,A15850136BZD,2023-2024,4Q,1
Springfield Elementary,1:00pm - 2:00pm,04/11/2024,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Classroom,17,W,W,M,0,F,A15850136BZD,2023-2024,4Q,2
Springfield Elementary,12:00pm - 1:00pm,09/17/2024,Minor Violation (5 times in the same quarter),Other,,Gym,17,W,W,M,1,F,A15850136BZD,2024-2025,1Q,1
Springfield Elementary,1:00pm - 2:00pm,11/12/2024,Minor Violation (5 times in the same quarter),Other,,Hallway,17,W,W,M,1,F,A15850136BZD,2024-2025,2Q,2
Springfield Elementary,1:00pm - 2:00pm,12/05/2024,Minor Violation (5 times in the same quarter),Other,,Bathroom,17,W,W,M,1,F,A15850136BZD,2024-2025,2Q,3
Springfield Elementary,2:00pm -3:00pm,01/16/2025,Major Violation,,Threats,Classroom,17,W,W,M,1,F,A15850136BZD,2024-2025,3Q,0
Bayside,11:00am - 12:00pm,01/27/2025,Minor Violation (5 times in the same quarter),Inappropriate Verbal Language,,Classroom,15,W,W,F,4,R,A15234140BZD,2024-2025,3Q,1
Bayside,12:00pm - 1:00pm,08/20/2024,Minor Violation (5 times in the same quarter),Refusal to do work,,Classroom,15,W,W,M,3,F,A14988029BZD,2024-2025,1Q,1
Bayside,8:00am - 9:00am,08/26/2024,Minor Violation (5 times in the same quarter),Refusal to do work,,Classroom,15,W,W,M,3,F,A14988029BZD,2024-2025,1Q,2
Bayside,11:00am - 12:00pm,08/26/2024,Minor Violation (5 times in the same quarter),Refusal to do work,,Classroom,15,W,W,M,3,F,A14988029BZD,2024-2025,1Q,3
Bayside,9:00am - 10:00am,08/29/2024,Minor Violation (5 times in the same quarter),Refusal to do work,,Classroom,15,W,W,M,3,F,A14988029BZD,2024-2025,1Q,4
Bayside,10:00am-11:00am,09/03/2024,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Cafeteria,15,W,W,M,3,F,A14988029BZD,2024-2025,1Q,5
Bayside,11:00am - 12:00pm,09/05/2024,Minor Violation (5 times in the same quarter),Refusal to do work,,Classroom,15,W,W,M,3,F,A14988029BZD,2024-2025,1Q,6
Bayside,8:00am - 9:00am,09/06/2024,Minor Violation (5 times in the same quarter),Refusal to do work,,Classroom,15,W,W,M,3,F,A14988029BZD,2024-2025,1Q,7
Bayside,10:00am-11:00am,09/09/2024,Major Violation,,Continued Misconduct,Playground,15,W,W,M,3,F,A14988029BZD,2024-2025,1Q,7
Bayside,2:00pm -3:00pm,09/06/2024,Major Violation,,"Continued Misconduct,Exceeded minor maximum count",Gym,15,W,W,M,3,F,A14988029BZD,2024-2025,1Q,7
Bayside,11:00am - 12:00pm,09/10/2024,Major Violation,,Continued Misconduct,Playground,15,W,W,M,3,F,A14988029BZD,2024-2025,1Q,7
Bayside,12:00pm - 1:00pm,09/24/2024,Minor Violation (5 times in the same quarter),Refusal to do work,,Classroom,15,W,W,M,3,F,A14988029BZD,2024-2025,1Q,8
Bayside,10:00am-11:00am,10/02/2024,Minor Violation (5 times in the same quarter),Refusal to do work,,Classroom,15,W,W,M,3,F,A14988029BZD,2024-2025,1Q,9
Bayside,1:00pm - 2:00pm,10/03/2024,Minor Violation (5 times in the same quarter),Refusal to do work,,Classroom,15,W,W,M,3,F,A14988029BZD,2024-2025,1Q,10
Bayside,12:00pm - 1:00pm,10/24/2024,Minor Violation (5 times in the same quarter),Refusal to do work,,Classroom,15,W,W,M,3,F,A14988029BZD,2024-2025,2Q,1
Bayside,2:00pm -3:00pm,10/28/2024,Major Violation,,"Assault,Continued Misconduct",Gym,15,W,W,M,3,F,A14988029BZD,2024-2025,2Q,1
Bayside,1:00pm - 2:00pm,11/25/2024,Minor Violation (5 times in the same quarter),Refusal to do work,,Classroom,15,W,W,M,3,F,A14988029BZD,2024-2025,2Q,2
Bayside,8:00am - 9:00am,12/04/2024,Minor Violation (5 times in the same quarter),Refusal to do work,,Classroom,15,W,W,M,3,F,A14988029BZD,2024-2025,2Q,3
Springfield Elementary,11:00am - 12:00pm,03/27/2024,Minor Violation (5 times in the same quarter),Other,,Music Room,17,W,W,M,0,P,A16298210BZD,2023-2024,4Q,1
Springfield Elementary,11:00am - 12:00pm,04/05/2024,Minor Violation (5 times in the same quarter),Other,,Lobby/Commons,17,W,W,M,0,P,A16298210BZD,2023-2024,4Q,2
Springfield Elementary,11:00am - 12:00pm,04/10/2024,Major Violation,,Fighting,Lobby/Commons,17,W,W,M,0,P,A16298210BZD,2023-2024,4Q,2
Hill Valley High School,Before School,11/19/2024,Minor Violation (5 times in the same quarter),Other,,Gym,5,W,W,M,2,P,A15771266BZD,2024-2025,2Q,1
Hill Valley High School,12:00pm - 1:00pm,10/31/2024,Minor Violation (5 times in the same quarter),Disobedience/Defiance/Disrespect,,Classroom,5,W,W,M,2,P,A15771266BZD,2024-2025,2Q,2
Hill Valley High School,2:00pm -3:00pm,09/13/2024,Major Violation,,Continued Misconduct,Classroom,5,W,W,M,3,F,A15635630BZD,2024-2025,1Q,0
Springfield Elementary,12:00pm - 1:00pm,11/18/2024,Minor Violation (5 times in the same quarter),Other,,Playground,17,W,W,M,1,P,A15857000BZD,2024-2025,2Q,1
Bayside,2:00pm -3:00pm,09/11/2024,Minor Violation (5 times in the same quarter),Disruption,,Bus Area/Loading Area,15,W,W,F,2,F,A15597995BZD,2024-2025,1Q,1
Hill Valley High School,10:00am-11:00am,10/31/2024,Major Violation,,Leaving class/school without permission,Assembly/Special Event/Field Trip,5,W,W,M,0,F,A16524680BZD,2024-2025,2Q,0
Bayside,12:00pm - 1:00pm,09/17/2024,Minor Violation (5 times in the same quarter),Other,,Cafeteria,15,W,W,M,4,F,A15142544BZD,2024-2025,1Q,1
Bayside,12:00pm - 1:00pm,11/04/2024,Minor Violation (5 times in the same quarter),Disruption,,Cafeteria,15,W,W,M,4,F,A15142544BZD,2024-2025,2Q,1
Shermer High School,11:00am - 12:00pm,03/04/2024,Minor Violation (5 times in the same quarter),Insubordination,,Classroom,105,B,B,F,11,F,A12410156BZD,2023-2024,4Q,1
Shermer High School,12:00pm - 1:00pm,03/07/2024,Minor Violation (5 times in the same quarter),Insubordination,,Classroom,105,B,B,F,11,F,A12410156BZD,2023-2024,4Q,2
Shermer High School,1:00pm - 2:00pm,03/07/2024,Major Violation,,Continued Misconduct,Classroom,105,B,B,F,11,F,A12410156BZD,2023-2024,4Q,2
Shermer High School,12:00pm - 1:00pm,03/25/2024,Minor Violation (5 times in the same quarter),Insubordination,,Classroom,105,B,B,F,11,F,A12410156BZD,2023-2024,4Q,3
Shermer High School,12:00pm - 1:00pm,03/25/2024,Minor Violation (5 times in the same quarter),Inappropriate Verbal Language,,Classroom,105,B,B,F,11,F,A12410156BZD,2023-2024,4Q,4
